Team_x,Year,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Playoffs,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Successful,Arena,Attend.,Attend./G,Lost To,Round made it to,Team_y,Lost to Rk,Lost to Age,Lost to W,Lost to L,Lost to PW,Lost to PL,Lost to MOV,Lost to SOS,Lost to SRS,Lost to ORtg,Lost to DRtg,Lost to NRtg,Lost to Pace,Lost to FTr,Lost to 3PAr,Lost to TS%,Lost to eFG%,Lost to TOV%,Lost to ORB%,Lost to FT/FGA,Lost to Playoffs,Lost to eFG%.1,Lost to TOV%.1,Lost to DRB%,Lost to FT/FGA.1,Lost to Successful,Lost to Arena,Lost to Attend.,Lost to Attend./G,Lost to Round made it to,Difference NRtg,Difference W,Difference MOV,Difference Pace,Difference ORtg,Difference DRtg,Difference Age,Difference TS%
Boston Celtics,2021,13,25.1,36,36,39,33,1.46,-0.14,1.32,114.0,112.5,1.5,98.3,0.234,0.409,0.574,0.543,12.5,24.3,0.181,1.0,0.539,12.8,78.1,0.215,0,TD Garden,"30,067",835,Brooklyn Nets,Conference First Round,Brooklyn Nets,7.0,28.2,48.0,24.0,46.0,26.0,4.5,-0.27,4.24,118.3,113.8,4.5,99.5,0.258,0.413,0.61,0.575,12.2,21.4,0.208,1.0,0.531,11.1,77.3,0.187,0.0,Barclays Center,"30,491",847,Conference Semifinals,3.0,12.0,3.04,1.2000000000000028,4.299999999999997,1.2999999999999972,3.099999999999998,0.03600000000000003
Golden State Warriors,2021,14,26.7,39,33,38,34,1.06,0.04,1.1,111.1,110.1,1.0,102.2,0.239,0.439,0.583,0.551,13.3,17.9,0.188,,0.522,13.1,76.6,0.223,0,Chase Center,"33,457",929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis Grizzlies,2021,15,24.2,38,34,38,34,1.03,0.04,1.07,112.0,111.0,1.0,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,1.0,0.535,13.1,78.3,0.196,0,FedEx Forum,"61,449","1,707",Utah Jazz,Conference First Round,Utah Jazz,1.0,28.5,52.0,20.0,55.0,17.0,9.25,-0.29,8.97,117.6,108.3,9.3,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,1.0,0.507,10.3,79.3,0.159,0.0,Vivint Smart Home Arena,"151,300","4,203",Conference Semifinals,8.3,14.0,8.22,-1.9000000000000057,5.599999999999994,-2.700000000000003,4.300000000000001,0.03699999999999992
Miami Heat,2021,16,27.4,40,32,36,36,0.03,-0.09,-0.06,111.2,111.2,0.0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,1.0,0.542,13.8,77.9,0.183,0,AmericanAirlines Arena,,,Milwaukee Bucks,Conference First Round,Milwaukee Bucks,4.0,28.1,46.0,26.0,48.0,24.0,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,1.0,0.536,11.5,79.7,0.157,1.0,Fiserv Forum,"64,780","1,799",NBA Champion,5.8,6.0,5.859999999999999,5.6000000000000085,6.0,0.20000000000000284,0.7000000000000028,0.01200000000000001
Indiana Pacers,2021,17,26.5,34,38,36,36,-0.04,-0.08,-0.13,112.4,112.4,0.0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,,0.531,12.7,74.9,0.201,0,Bankers Life Fieldhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Orleans Pelicans,2021,18,24.8,31,41,35,37,-0.29,0.1,-0.2,113.5,113.8,-0.3,100.1,0.293,0.342,0.57,0.537,12.7,26.3,0.214,,0.55,11.9,80.0,0.186,0,Smoothie King Center,"93,120","2,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Raptors,2021,19,26.6,27,45,35,37,-0.47,-0.07,-0.54,112.0,112.5,-0.5,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,,0.543,14.4,76.3,0.234,0,Amalie Arena,"26,024",723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2021,20,25.6,31,41,34,38,-0.89,-0.05,-0.94,111.1,112.0,-0.9,99.0,0.197,0.383,0.575,0.547,13.6,22.3,0.156,,0.538,11.6,80.3,0.196,0,United Center,"13,655",379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Spurs,2021,21,26.2,33,39,32,40,-1.74,0.15,-1.58,111.0,112.8,-1.8,98.9,0.243,0.314,0.554,0.517,10.2,20.0,0.192,,0.541,11.8,77.3,0.174,0,AT&T Center,"61,053","1,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Wizards,2021,22,26.6,34,38,32,40,-1.83,-0.01,-1.85,111.2,113.0,-1.8,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,1.0,0.539,12.5,77.6,0.217,0,Capital One Arena,"19,198",533,Philadelphia 76ers,Conference First Round,Philadelphia 76ers,5.0,27.1,49.0,23.0,48.0,24.0,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,1.0,0.521,13.8,78.2,0.2,0.0,Wells Fargo Center,"68,583","1,905",Conference Semifinals,7.3999999999999995,15.0,7.41,-4.599999999999994,2.0,-5.400000000000006,0.5,0.010000000000000009
Charlotte Hornets,2021,23,24.6,33,39,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,0.238,0.422,0.564,0.532,13.3,23.5,0.181,,0.55,13.2,75.7,0.163,0,Spectrum Center,"68,255","1,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2021,24,25.6,31,41,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100.0,0.248,0.376,0.578,0.549,12.0,21.3,0.185,,0.557,12.1,75.0,0.199,0,Golden 1 Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,2021,25,24.5,20,52,26,46,-4.47,0.09,-4.38,108.0,112.5,-4.5,97.9,0.273,0.385,0.556,0.519,13.5,21.9,0.207,,0.541,12.6,76.9,0.195,0,Little Caesars Arena,"14,250",396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2021,26,23.2,23,49,24,48,-5.56,0.31,-5.25,109.5,115.0,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,,0.556,13.3,76.8,0.207,0,Target Center,"15,774",438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Rockets,2021,27,26.5,17,55,20,52,-7.9,0.4,-7.5,107.1,114.9,-7.8,101.4,0.252,0.459,0.553,0.521,13.0,19.8,0.187,,0.555,12.9,77.1,0.201,0,Toyota Center,"117,009","3,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Cavaliers,2021,28,24.0,22,50,18,54,-8.44,0.25,-8.19,105.8,114.4,-8.6,97.3,0.261,0.347,0.543,0.508,13.9,23.6,0.194,,0.556,13.0,76.6,0.183,0,Rocket Mortgage Fieldhouse,"91,476","2,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2021,29,25.6,21,51,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,,0.547,11.5,78.2,0.169,0,Amway Center,"126,463","3,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Thunder,2021,30,22.8,22,50,15,57,-10.64,0.51,-10.13,103.5,114.0,-10.5,101.0,0.242,0.399,0.539,0.509,14.2,21.2,0.176,,0.547,11.5,77.9,0.167,0,Chesapeake Energy Arena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Celtics,2022,1,26.1,51,31,59,23,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,1.0,0.502,12.5,77.3,0.183,1,TD Garden,"785,396","19,156",Golden State Warriors,Finals,Golden State Warriors,5.0,27.6,53.0,29.0,55.0,27.0,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,1.0,0.509,13.0,78.7,0.201,1.0,Chase Center,"740,624","18,064",NBA Champion,-1.9000000000000004,2.0,-1.7400000000000002,1.8000000000000114,-1.9000000000000057,0.0,1.5,0.0040000000000000036
Phoenix Suns,2022,2,27.5,64,18,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,1.0,0.51,13.0,77.1,0.195,0,Phoenix Suns Arena,"663,171","16,175",Dallas Mavericks,Conference Semifinals,Dallas Mavericks,7.0,26.7,52.0,30.0,50.0,32.0,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,1.0,0.521,12.2,78.0,0.185,1.0,American Airlines Center,"808,037","19,708",Conference Finals,-4.1,-12.0,-4.2,-4.3999999999999915,-2.0,2.1000000000000085,-0.8000000000000007,-0.009000000000000008
Utah Jazz,2022,3,29.3,49,33,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,1.0,0.521,10.9,78.3,0.164,0,Vivint Smart Home Arena,"750,546","18,306",Dallas Mavericks,Conference First Round,Dallas Mavericks,7.0,26.7,52.0,30.0,50.0,32.0,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,1.0,0.521,12.2,78.0,0.185,1.0,American Airlines Center,"808,037","19,708",Conference Finals,-2.8000000000000003,3.0,-2.74,-1.6999999999999886,-3.9000000000000057,-1.0999999999999943,-2.6000000000000014,-0.017000000000000015
Memphis Grizzlies,2022,4,24.0,56,26,55,27,5.68,-0.32,5.37,114.6,109.0,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,1.0,0.523,13.3,77.8,0.195,0,FedEx Forum,"646,785","15,775",Golden State Warriors,Conference Semifinals,Golden State Warriors,5.0,27.6,53.0,29.0,55.0,27.0,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,1.0,0.509,13.0,78.7,0.201,1.0,Chase Center,"740,624","18,064",NBA Champion,0.0,-3.0,-0.13999999999999968,-1.8999999999999915,-2.0999999999999943,-2.0999999999999943,3.6000000000000014,0.028999999999999915
Golden State Warriors,2022,5,27.6,53,29,55,27,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,1.0,0.509,13.0,78.7,0.201,1,Chase Center,"740,624","18,064",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Heat,2022,6,28.2,53,29,53,29,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,1.0,0.524,13.8,78.0,0.209,1,FTX Arena,"804,761","19,628",Boston Celtics,Conference Finals,Boston Celtics,1.0,26.1,51.0,31.0,59.0,23.0,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,1.0,0.502,12.5,77.3,0.183,1.0,TD Garden,"785,396","19,156",Finals,2.9000000000000004,-2.0,2.83,0.6999999999999886,0.7000000000000028,-2.1999999999999886,-2.099999999999998,-0.006000000000000005
Dallas Mavericks,2022,7,26.7,52,30,50,32,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,1.0,0.521,12.2,78.0,0.185,1,American Airlines Center,"808,037","19,708",Golden State Warriors,Conference Finals,Golden State Warriors,5.0,27.6,53.0,29.0,55.0,27.0,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,1.0,0.509,13.0,78.7,0.201,1.0,Chase Center,"740,624","18,064",NBA Champion,2.1999999999999997,1.0,2.24,3.0,-0.29999999999999716,-2.5,0.9000000000000021,0.010000000000000009
Milwaukee Bucks,2022,8,28.5,51,31,49,33,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,1.0,0.536,11.6,78.6,0.165,0,Fiserv Forum,"715,581","17,453",Boston Celtics,Conference Semifinals,Boston Celtics,1.0,26.1,51.0,31.0,59.0,23.0,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,1.0,0.502,12.5,77.3,0.183,1.0,TD Garden,"785,396","19,156",Finals,4.2,0.0,3.93,-3.3000000000000114,-0.6999999999999886,-4.8999999999999915,-2.3999999999999986,-0.0020000000000000018
Philadelphia 76ers,2022,9,26.8,51,31,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,1.0,0.524,12.1,76.8,0.192,0,Wells Fargo Center,"846,867","20,655",Miami Heat,Conference Semifinals,Miami Heat,6.0,28.2,53.0,29.0,53.0,29.0,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,1.0,0.524,13.8,78.0,0.209,1.0,FTX Arena,"804,761","19,628",Conference Finals,1.8999999999999995,2.0,1.8400000000000003,-0.29999999999999716,0.20000000000000284,-1.7000000000000028,1.3999999999999986,0.006000000000000005
Minnesota Timberwolves,2022,10,24.2,46,36,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,1.0,0.535,14.2,74.9,0.227,0,Target Center,"657,148","16,028",Memphis Grizzlies,Conference First Round,Memphis Grizzlies,4.0,24.0,56.0,26.0,55.0,27.0,5.68,-0.32,5.37,114.6,109.0,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,1.0,0.523,13.3,77.8,0.195,0.0,FedEx Forum,"646,785","15,775",Conference Semifinals,2.9999999999999996,10.0,3.05,-0.6000000000000085,0.29999999999999716,-2.700000000000003,-0.1999999999999993,-0.019999999999999907
Denver Nuggets,2022,11,27.7,48,34,47,35,2.3,-0.15,2.16,114.5,112.1,2.4,97.8,0.244,0.416,0.59,0.556,13.2,21.9,0.194,1.0,0.537,11.7,78.3,0.188,0,Ball Arena,"695,262","16,958",Golden State Warriors,Conference First Round,Golden State Warriors,5.0,27.6,53.0,29.0,55.0,27.0,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,1.0,0.509,13.0,78.7,0.201,1.0,Chase Center,"740,624","18,064",NBA Champion,3.1999999999999997,5.0,3.24,0.6000000000000085,-2.0,-5.199999999999989,-0.09999999999999787,-0.008000000000000007
Toronto Raptors,2022,12,24.8,48,34,47,35,2.29,0.08,2.38,112.9,110.5,2.4,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,1.0,0.535,14.4,75.6,0.199,0,Scotiabank Arena,"547,343","13,350",Philadelphia 76ers,Conference First Round,Philadelphia 76ers,9.0,26.8,51.0,31.0,48.0,34.0,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,1.0,0.524,12.1,76.8,0.192,0.0,Wells Fargo Center,"846,867","20,655",Conference Semifinals,0.30000000000000027,3.0,0.31999999999999984,0.20000000000000284,0.5999999999999943,0.29999999999999716,2.0,0.03499999999999992
Cleveland Cavaliers,2022,13,24.7,44,38,47,35,2.12,-0.08,2.04,111.9,109.7,2.2,96.1,0.261,0.387,0.571,0.538,13.2,24.0,0.198,,0.52,12.3,76.5,0.172,0,Rocket Mortgage Fieldhouse,"758,228","18,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Hawks,2022,14,26.1,43,39,45,37,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,0.543,10.8,23.0,0.205,1.0,0.543,11.5,76.9,0.177,0,State Farm Arena,"672,742","16,408",Miami Heat,Conference First Round,Miami Heat,6.0,28.2,53.0,29.0,53.0,29.0,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,1.0,0.524,13.8,78.0,0.209,1.0,FTX Arena,"804,761","19,628",Conference Finals,2.9999999999999996,10.0,2.89,-1.7999999999999972,-2.799999999999997,-5.800000000000011,2.099999999999998,0.0030000000000000027
Brooklyn Nets,2022,15,29.1,44,38,43,39,0.78,0.04,0.82,113.6,112.8,0.8,99.0,0.246,0.359,0.576,0.54,12.5,23.9,0.198,1.0,0.521,11.7,75.1,0.201,0,Barclays Center,"711,539","17,355",Boston Celtics,Conference First Round,Boston Celtics,1.0,26.1,51.0,31.0,59.0,23.0,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,1.0,0.502,12.5,77.3,0.183,1.0,TD Garden,"785,396","19,156",Finals,6.7,7.0,6.5,-2.4000000000000057,0.8000000000000114,-5.8999999999999915,-3.0,0.0020000000000000018
Charlotte Hornets,2022,16,25.5,43,39,42,40,0.44,0.09,0.53,114.1,113.7,0.4,100.0,0.234,0.418,0.572,0.544,11.6,23.3,0.173,,0.544,13.1,74.8,0.187,0,Spectrum Center,"700,755","17,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Spurs,2022,17,24.5,34,48,41,41,0.12,-0.1,0.02,112.4,112.3,0.1,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,,0.532,12.1,75.1,0.176,0,AT&T Center,"615,588","15,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Clippers,2022,18,27.5,42,40,41,41,0.02,0.06,0.09,110.1,110.1,0.0,98.0,0.224,0.391,0.564,0.531,12.5,20.6,0.178,,0.514,12.0,74.4,0.167,0,Crypto.com Arena,"694,005","16,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2022,19,26.0,37,45,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,0.513,12.0,25.1,0.208,,0.521,11.7,78.8,0.198,0,Madison Square Garden (IV),"763,484","18,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2022,20,26.3,46,36,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,0.248,0.332,0.579,0.541,11.8,20.4,0.201,1.0,0.541,11.9,78.3,0.199,0,United Center,"856,148","20,882",Milwaukee Bucks,Conference First Round,Milwaukee Bucks,8.0,28.5,51.0,31.0,49.0,33.0,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,1.0,0.536,11.6,78.6,0.165,0.0,Fiserv Forum,"715,581","17,453",Conference Semifinals,3.6999999999999997,5.0,3.74,1.6000000000000085,1.8999999999999915,-1.7999999999999972,2.1999999999999993,0.0010000000000000009
New Orleans Pelicans,2022,21,25.6,36,46,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,1.0,0.547,13.0,78.2,0.196,0,Smoothie King Center,"635,941","15,511",Phoenix Suns,Conference First Round,Phoenix Suns,2.0,27.5,64.0,18.0,59.0,23.0,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,1.0,0.51,13.0,77.1,0.195,0.0,Phoenix Suns Arena,"663,171","16,175",Conference Semifinals,8.5,28.0,8.49,2.5999999999999943,2.799999999999997,-5.700000000000003,1.8999999999999986,0.02399999999999991
Los Angeles Lakers,2022,22,30.2,33,49,33,49,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,0.259,0.388,0.567,0.537,12.8,21.1,0.19,,0.54,12.2,75.8,0.192,0,Crypto.com Arena,"764,631","18,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Wizards,2022,23,25.9,35,47,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,0.252,0.356,0.568,0.532,12.1,20.9,0.197,,0.529,10.7,76.9,0.202,0,Capital One Arena,"637,215","15,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Pacers,2022,24,26.0,25,57,32,50,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,0.239,0.395,0.564,0.531,12.7,25.5,0.184,,0.552,11.9,76.2,0.204,0,Gainbridge Fieldhouse,"588,743","14,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2022,25,25.8,30,52,28,54,-5.46,0.2,-5.26,109.9,115.3,-5.4,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,,0.551,11.9,76.0,0.176,0,Golden 1 Center,"577,583","14,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,2022,26,23.6,23,59,22,60,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,0.249,0.391,0.533,0.494,12.6,23.4,0.194,,0.541,13.1,75.6,0.226,0,Little Caesars Arena,"663,556","16,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2022,27,23.3,22,60,21,61,-8.0,0.33,-7.67,104.5,112.5,-8.0,99.2,0.223,0.417,0.538,0.503,13.0,19.8,0.175,,0.532,11.7,77.2,0.196,0,Amway Center,"622,881","15,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Thunder,2022,28,22.4,24,58,21,61,-8.1,0.2,-7.9,104.6,112.8,-8.2,98.5,0.223,0.419,0.53,0.497,12.5,21.8,0.169,,0.533,11.8,76.1,0.169,0,Paycom Center,"595,112","14,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Rockets,2022,29,24.1,20,62,21,61,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,0.284,0.448,0.565,0.534,14.5,21.7,0.202,,0.554,12.3,74.4,0.206,0,Toyota Center,"638,977","15,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Trail Blazers,2022,30,25.6,27,55,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,0.248,0.422,0.55,0.515,13.0,22.9,0.188,,0.559,12.7,76.9,0.222,0,Moda Center,"705,608","17,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Celtics,2023,1,27.4,57,25,57,25,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,1.0,0.528,11.3,78.5,0.18,1,TD Garden,"766,240","18,689",Miami Heat,Conference Finals,Miami Heat,21.0,27.7,44.0,38.0,40.0,42.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,1.0,0.561,14.5,77.7,0.198,1.0,Kaseya Center,"807,190","19,688",Finals,-6.8,-13.0,-6.84,-2.200000000000003,-5.0,1.7999999999999972,0.3000000000000007,-0.026000000000000023
Cleveland Cavaliers,2023,2,25.4,51,31,55,27,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,0.556,12.3,23.6,0.206,1.0,0.535,14.4,76.3,0.21,0,Rocket Mortgage Fieldhouse,"777,280","18,958",New York Knicks,Conference First Round,New York Knicks,7.0,24.5,47.0,35.0,48.0,34.0,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,1.0,0.536,11.4,77.1,0.21,0.0,Madison Square Garden (IV),"795,110","19,393",Conference Semifinals,-2.5,-4.0,-2.4499999999999997,1.3999999999999915,1.7000000000000028,4.200000000000003,-0.8999999999999986,-0.013000000000000012
Philadelphia 76ers,2023,3,28.2,54,28,52,30,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,1.0,0.541,13.0,77.2,0.217,0,Wells Fargo Center,"839,261","20,470",Boston Celtics,Conference Semifinals,Boston Celtics,1.0,27.4,57.0,25.0,57.0,25.0,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,1.0,0.528,11.3,78.5,0.18,1.0,TD Garden,"766,240","18,689",Conference Finals,2.0999999999999996,3.0,2.1999999999999993,1.5999999999999943,0.29999999999999716,-1.7999999999999972,-0.8000000000000007,-0.008000000000000007
Memphis Grizzlies,2023,4,24.4,51,31,51,31,3.94,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,0.54,11.7,26.5,0.19,1.0,0.526,13.1,75.9,0.206,0,FedEx Forum,"707,836","17,264",Los Angeles Lakers,Conference First Round,Los Angeles Lakers,16.0,27.9,43.0,39.0,42.0,40.0,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,1.0,0.535,10.9,76.3,0.171,1.0,Crypto.com Arena,"763,168","18,614",Conference Finals,-3.3,-8.0,-3.37,0.20000000000000284,-0.5999999999999943,2.700000000000003,3.5,0.01200000000000001
Milwaukee Bucks,2023,5,29.8,58,24,50,32,3.63,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,0.555,12.7,25.0,0.184,1.0,0.52,10.4,77.8,0.175,0,Fiserv Forum,"718,786","17,531",Miami Heat,Conference First Round,Miami Heat,21.0,27.7,44.0,38.0,40.0,42.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,1.0,0.561,14.5,77.7,0.198,1.0,Kaseya Center,"807,190","19,688",Finals,-3.8,-14.0,-3.9499999999999997,-4.200000000000003,-2.4000000000000057,1.3999999999999915,-2.1000000000000014,-0.009000000000000008
Denver Nuggets,2023,6,26.6,53,29,49,33,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,1.0,0.543,12.2,76.4,0.201,1,Ball Arena,"788,635","19,235",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2023,7,24.5,47,35,48,34,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,1.0,0.536,11.4,77.1,0.21,0,Madison Square Garden (IV),"795,110","19,393",Miami Heat,Conference Semifinals,Miami Heat,21.0,27.7,44.0,38.0,40.0,42.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,1.0,0.561,14.5,77.7,0.198,1.0,Kaseya Center,"807,190","19,688",Finals,-3.3,-3.0,-3.25,-0.7999999999999972,-4.799999999999997,-1.5,3.1999999999999993,-0.0030000000000000027
